,Property_Name,Location,Region,Property_Age,Availability,Area_Tpye,Area_SqFt,Rate_SqFt,Floor_No,Bedroom,Bathroom,Price_Lakh
1610,Runwal Forests ,2601 Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,672,18154,26,2,2,122
1611,Runwal Forests ,Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,944,17478,16,2,2,165
1612,Unnamed Property,111 Sector 21 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1150,7808,11,2,2,89
1613,Gurukrupa Aramus Complex ,010 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,688,8575,10,1,1,59
1614,Satyam Majestic ,013 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1550,8387,13,3,3,130
1615,L and T Crescent Bay ,Parel South Mumbai Mumbai,South Mumbai,1 to 5 Year,Ready To Move,Carpet Area,2400,50000,6,4,4,1200
1616,Avicon Levante ,013 Sector 17 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,700,8571,8,1,2,60
1617,Yash Heights ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,751,11984,6,2,2,90
1618,Unnamed Property,Sector 9 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1080,9629,8,2,2,104
1619,JHV Hira Laxmi Heights ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,968,9917,13,2,2,96
1620,JHV Hira Laxmi Heights ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1065,8920,13,2,2,95
1621,B and M Atlantis ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,700,23571,11,2,2,165
1622,Pradeep Aakashi Nidhi CHS ,Ramdev Park Mira Road Mira Road And Beyond Mumbai,Mira Road,10+ Year,Ready To Move,Super Built Up Area,585,10769,3,1,2,63
1623,Shanti Green Palms ,Sector 15 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1140,14035,13,2,2,160
1624,Unnamed Property,Kanakia Park Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Carpet Area,675,11851,2,2,2,80
1625,Lodha Casa Bella Gold ,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,704,10227,4,3,2,72
1626,Lodha Casa Bella Gold ,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,450,7111,1,1,1,32
1627,Regency Heights ,0000 Thane West Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Carpet Area,816,19607,4,2,2,160
1628,Regency Heights ,Thane West Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Carpet Area,1019,19627,8,3,3,200
1629,Blue Bell ,Dahisar East Mumbai,Dahisar Mumbai,5 to 10 Year,Ready To Move,Carpet Area,480,21875,2,2,2,105
1630,Unnamed Property,Dahisar West Mumbai,Dahisar Mumbai,5 to 10 Year,Ready To Move,Carpet Area,300,21500,2,1,1,64
1631,Unnamed Property,603 Dahisar West Mumbai,Dahisar Mumbai,5 to 10 Year,Ready To Move,Carpet Area,430,22732,6,1,2,97
1632,Unnamed Property,Dahisar West Mumbai,Dahisar Mumbai,5 to 10 Year,Ready To Move,Carpet Area,365,21369,3,1,1,78
1633,Unnamed Property,Mhatre Wadi Mumbai,Mhatre Wadi,5 to 10 Year,Ready To Move,Carpet Area,550,23409,2,2,2,129
1634,Unnamed Property,thakurli Mumbai Beyond Thane Mumbai,Thakurli Mumbai,1 to 5 Year,Ready To Move,Carpet Area,750,10000,2,2,2,75
1635,Unnamed Property,thakurli Mumbai Beyond Thane Mumbai,Thakurli Mumbai,1 to 5 Year,Ready To Move,Carpet Area,510,10803,5,1,1,55
1636,Unnamed Property,thakurli Mumbai Beyond Thane Mumbai,Thakurli Mumbai,1 to 5 Year,Ready To Move,Carpet Area,500,11000,2,1,1,55
1637,GHP Powai Vihar Complex ,Near Hiranandani Powai Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Super Built Up Area,950,15263,5,2,2,145
1638,Aishwarya Heights ,Mulund East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,633,31595,8,2,2,200
1639,Wadhwa Boulevard ,The Address Opp R City Mall Lbs Marg Ghatkopar West Mumbai Ghatkopar West Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1569,21669,10,3,2,340
1640,Unnamed Property,Mira Road Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Carpet Area,425,15294,6,1,2,65
1641,Unnamed Property,Dahisar West Mumbai,Dahisar Mumbai,5 to 10 Year,Ready To Move,Carpet Area,550,21818,4,2,2,120
1642,Regency Anantam ,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,778,11311,23,2,2,88
1643,Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,0 to 1 Year,Ready To Move,Carpet Area,525,12380,2,1,1,65
1644,Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,0 to 1 Year,Ready To Move,Carpet Area,670,11940,2,2,2,80
1645,Siddhi Belleza ,7th Kutak Bandhan Navi Mumbai Mumbai,Bandhan Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1185,8438,7,2,2,100
1646,Unique Twins Tower CHS ,7th Floor Sector 20 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1650,11212,7,3,3,185
1647,Haware Tiara ,14th Sector 13 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1400,11785,14,3,3,165
1648,Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,0 to 1 Year,Ready To Move,Carpet Area,870,12068,2,2,2,105
1649,Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,700,16428,3,2,2,115
1650,Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,750,13600,1,2,2,102
1651,Lodha Casa Bella ,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,578,7439,2,2,2,43
1652,Lodha Casa Bella Gold ,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,450,7555,1,1,1,34
1653,Lodha Casa Bella Gold ,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,630,7777,17,2,2,49
1654,Lodha Casa Bella Gold ,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Super Built Up Area,585,5811,3,1,1,34
1655,Giriraj Horizon ,4th Floor Sector 20 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1507,11280,4,3,3,170
1656,Kesar Gardens ,4th Sector 20 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,610,12622,4,1,2,77
1657,Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,470,9574,1,1,1,45
1658,Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,470,10638,3,1,1,50
1659,Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,430,8604,3,1,1,37
1660,Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,500,10000,2,1,1,50
1661,Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,520,9615,4,2,2,50
1662,Galaxy Orion ,16th Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1077,8820,16,2,2,95
1663,GHP Woodland Heights ,Sangharsh Nagar Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Built Up Area,530,21698,3,1,2,115
1664,Dosti Vihar ,Samata Nagar Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Carpet Area,420,19345,7,1,2,81
1665,Dosti Vihar ,Samata Nagar Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Carpet Area,900,16722,2,3,2,150
1666,Monte South ,Monte South Byculla Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,1150,46956,17,3,3,540
1667,Monte South ,Byculla Byculla Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,941,45058,29,2,2,424
1668,Piramal Aranya ,Byculla East Byculla East Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,1420,47887,25,3,3,680
1669,Lodha The Park ,Worli Worli South Mumbai Mumbai,South Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1092,63186,40,3,3,690
1670,Lodha The Park ,Worli Worli South Mumbai Mumbai,South Mumbai,0 to 1 Year,Ready To Move,Carpet Area,893,61030,37,2,2,545
1671,Piramal Aranya ,Byculla East Byculla East Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,1565,47603,21,3,3,745
1672,Piramal Aranya ,Byculla East Byculla East Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,2800,49107,21,4,4,1375
1673,Piramal Aranya ,Byculla East Byculla East Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,1080,50925,18,2,2,550
1674,Piramal Aranya ,Byculla East Byculla East Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,2080,51682,19,4,4,1075
1675,Rohan Lifescapes Prithvii ,Ghatkopar West Ghatkopar West Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1313,26656,2,3,4,350
1676,Lodha New Cuffe Parade ,Lodha New Cuffe Parade wadala Wadala Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,1076,36245,42,3,2,390
1677,Unnamed Property,101 Sector 29 Vashi Navi Mumbai Mumbai,Vashi Navi-Mumbai,5 to 10 Year,Ready To Move,Carpet Area,1000,30000,1,3,2,300
1678,L and T Crescent Bay ,Parel Parel South Mumbai Mumbai,South Mumbai,0 to 1 Year,Ready To Move,Carpet Area,882,39682,25,2,2,350
1679,L and T Crescent Bay ,Parel Parel South Mumbai Mumbai,South Mumbai,0 to 1 Year,Ready To Move,Carpet Area,2400,50000,48,4,4,1200
1680,Fortune Springs ,1002 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,660,9848,11,1,2,65
1681,Lodha Codename Bullseye ,Gcc Club Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,980,11428,17,2,2,112
1682,Lodha Codename Bullseye ,Gcc Club Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,760,8289,15,1,2,63
1683,JP North ,Vinay Nagar Mira Road East Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,585,14720,17,1,1,58
1684,Satyam Imperial Heights ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,2300,24304,34,4,4,559
1685,Unnamed Property,Sector 10 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,10+ Year,Ready To Move,Built Up Area,1160,7758,12,2,2,90
1686,Gujrat Indralok Heights ,Bhayander East Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,615,10081,3,1,1,62
1687,Giriraj Sarvoday Greens ,Bhiwandi Mumbai Beyond Thane Mumbai,Bhiwandi,0 to 1 Year,Ready To Move,Carpet Area,480,6250,10,1,2,30
1688,Cosmos Park ,kavesar Thane Mumbai,Kavesar Thane,5 to 10 Year,Ready To Move,Super Built Up Area,1085,9677,5,3,3,105
1689,Unnamed Property,Bhandup West Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,650,12000,4,1,2,78
1690,Orovia Phase 1 ,0000 Hiranandani Estate Thane Mumbai,Hiranandani Thane,0 to 1 Year,Ready To Move,Carpet Area,1350,11851,12,3,2,160
1691,Unnamed Property,Bhayander East Mira Road And Beyond Mumbai,Mira Road,10+ Year,Ready To Move,Built Up Area,325,8923,0,1,1,29
1692,Unnamed Property,Behind Vakola Church Vakola Mumbai South West Mumbai,South Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,650,16923,4,1,1,110
1693,Unnamed Property,001 Andheri West Mumbai,Andheri Mumbai,10+ Year,Ready To Move,Carpet Area,1100,38636,15,3,3,425
1694,Oberoi Springs ,001 Andheri West Mumbai,Andheri Mumbai,5 to 10 Year,Ready To Move,Carpet Area,1700,61764,28,6,4,1050
1695,Unnamed Property,001 Lokhandwala Andheri West Mumbai,Andheri Mumbai,10+ Year,Ready To Move,Carpet Area,1100,34545,3,3,3,380
1696,Unnamed Property,Off Main Road Sector 18 Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,1000,9500,1,2,2,95
1697,Unnamed Property,Main Road Sector 6 Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,1000,12500,3,2,2,125
1698,Kishor Kunj ,Virar Mira Road And Beyond Mumbai,Mira Road,10+ Year,Ready To Move,Super Built Up Area,850,4765,3,2,2,40
1699,Avishi Skyline Complex ,Manda Mumbai Beyond Thane Mumbai,Manda Mumbai,0 to 1 Year,Ready To Move,Carpet Area,410,7707,1,1,1,31
1700,Simran Sapphire ,0000 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1150,9739,9,2,2,112
1701,Sunshine Solaris ,Virar West Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,725,4166,4,1,2,30
1702,Mukti Shantinath Tower ,Virar West Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,925,4270,7,2,2,39
1703,Ravi Gaurav City ,Mira Road East Mira Road And Beyond Mumbai,Mira Road,10+ Year,Ready To Move,Super Built Up Area,500,8400,7,1,1,42
1704,Kotharis Seven Eleven Complex ,Bevarly Park Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,965,7772,3,2,2,75
1705,Salangpur Salasar Aangan ,Kanakia Park Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Super Built Up Area,450,9333,0,1,1,42
1706,Basudeo Vasudev Planet ,Mira Road Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Super Built Up Area,945,8253,12,2,2,78
1707,Unnamed Property,1st Chandan Shanti Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Super Built Up Area,550,9636,1,1,1,53
1708,Neelsidhi Anexo ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,438,23059,9,1,2,101
1709,Vijay Orion ,kavesar Thane Mumbai,Kavesar Thane,1 to 5 Year,Ready To Move,Carpet Area,2200,17272,15,4,4,380
1710,Unnamed Property,Opp Apna Bank Sector 18 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,980,6684,6,2,2,65
1711,Tapovan Aura ,Prime Locality Of Sector 9 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1165,8154,13,2,2,95
1712,Unnamed Property,Waghbil Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Carpet Area,669,19431,26,2,2,130
1713,Dedhia El Canto ,Dongripada Thane Mumbai,Dongripada Thane,1 to 5 Year,Ready To Move,Carpet Area,720,17361,12,2,2,125
1714,Vijay Enclave ,Vijay Nagari Thane Mumbai,Thane,10+ Year,Ready To Move,Carpet Area,1190,11764,8,3,3,140
1715,Vijay Galaxy ,506 Vijay Nagari Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Carpet Area,638,16927,5,2,2,108
1716,Paradise Sai World City ,2000 Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,3090,9385,20,4,4,290
1717,Paradise Sai Mannat ,600 Sector 34A Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1305,10727,24,2,2,140
1718,Meena Residency ,1000 Sector 36 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1700,7647,4,3,3,130
1719,RS Exotica ,500 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1100,10454,5,2,2,115
1720,VCON Athens ,300 Sector 35E Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,670,10149,6,1,1,68
1721,Piramal Vaikunth ,Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Carpet Area,1370,21897,7,3,3,300
1722,Unnamed Property,Sector 9 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1100,14090,3,3,3,155
1723,Unnamed Property,1604 Sector 24 Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,700,11428,16,2,2,80
1724,Ashar Edge ,Pokhran 2 Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1484,18867,30,3,3,280
1725,Ashar Edge ,Pokhran 2 Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Super Built Up Area,684,16081,30,1,2,110
1726,Ashar Edge ,Pokhran 2 Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Super Built Up Area,964,17116,30,2,2,165
1727,Ashar Edge ,Pokhran 2 Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,727,21870,30,2,2,159
1728,Runwal Dahlia ,0000 Balkum Thane Mumbai,Balkum Thane,1 to 5 Year,Ready To Move,Carpet Area,1174,17887,25,3,3,210
1729,Bredco Viceroy Court ,701 Kandivali East Mumbai,Kandivali Mumbai,10+ Year,Ready To Move,Super Built Up Area,990,19696,8,2,2,195
1730,Saivijay Kamalja ,Sector 9 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,1100,8181,5,2,2,90
1731,Lodha Codename Bullseye ,2001 Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Carpet Area,668,16616,23,2,2,111
1732,Bhoomi Elegant ,Kandivali East Mumbai,Kandivali Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,610,15081,3,1,2,92
1733,Bhoomi Elegant ,Kandivali East Mumbai,Kandivali Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,610,14590,4,1,2,89
1734,Bhoomi Elegant ,Kandivali East Mumbai,Kandivali Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1005,14925,2,2,2,150
1735,Abhiyanta CHS ,203 Sanpada Navi Mumbai Mumbai,Sanpada Navi-Mumbai,10+ Year,Ready To Move,Carpet Area,375,18666,4,1,1,70
1736,Unnamed Property,103 Sector 35I Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,650,6461,1,1,2,42
1737,Paradise Sai Solitaire ,1001 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1500,11666,10,3,3,175
1738,Siddhi Belleza ,101 Kutak Bandhan Navi Mumbai Mumbai,Bandhan Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1185,7426,1,2,2,88
1739,Raikar Sujata Empress ,1001 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1080,7407,10,2,2,80
1740,Lord Sai Prasad ,301 Sector 34 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,650,6615,3,1,1,43
1741,Bhoomi Maple Hills ,Sector 35I Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1115,9147,1,2,2,102
1742,Haware Nirmiti ,1204 Sector 22 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,585,7521,13,1,1,44
1743,Unnamed Property,502 Sector 22 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,615,8455,2,1,1,52
1744,Unnamed Property,Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,1100,11090,11,2,2,122
1745,Haware Splendor ,Sector 20 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,650,9692,2,1,1,63
1746,Sai Haridra ,1701 Sector 35G Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1175,8936,17,2,2,105
1747,Earth Aditya Heights ,000 Sector 19 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1050,9523,13,2,2,100
1748,Jewel Ekvira ,Sector 10 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1530,9477,5,3,3,145
1749,Unnamed Property,Sector 36 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,550,7454,9,1,1,41
1750,R S Grandeur ,1101 Sector 19 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,1100,11363,11,2,2,125
1751,Raunak Paradise ,Pokhran 2 Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Super Built Up Area,995,12060,10,2,2,120
1752,Hiranandani The Walk ,0000 Hiranandani Estate Thane Mumbai,Hiranandani Thane,1 to 5 Year,Ready To Move,Built Up Area,620,15806,12,1,2,98
1753,Payal CHS ,Asha Nagar Mumbai,Asha Nagar,10+ Year,Ready To Move,Carpet Area,420,22619,3,1,1,95
1754,Unnamed Property,Sector 26 Vashi Navi Mumbai Mumbai,Vashi Navi-Mumbai,10+ Year,Ready To Move,Built Up Area,1050,11428,1,2,2,120
1755,Neelkanth Chandra Darshan Sky ,111 Sector 20 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,650,8461,1,1,1,55
1756,Unnamed Property,Sector 29 Vashi Navi Mumbai Mumbai,Vashi Navi-Mumbai,10+ Year,Ready To Move,Built Up Area,650,13846,3,2,2,90
1757,Unnamed Property,Sector 12 Vashi Navi Mumbai Mumbai,Vashi Navi-Mumbai,10+ Year,Ready To Move,Built Up Area,950,12105,1,2,2,115
1758,B and M Atlantis ,Sector 11 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,700,25000,9,2,2,175
1759,Siddharth Geetanjali Sujay ,Sector 34 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1615,11145,6,3,3,180
1760,Neelsidhi Anexo ,Sector 6 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,700,13857,8,1,1,97
1761,Unnamed Property,0000 Hiranandani Estate Thane Mumbai,Hiranandani Thane,1 to 5 Year,Ready To Move,Built Up Area,1180,18220,15,2,2,215
1762,Paradise Sai Mannat ,0000 Sector 34A Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1275,10039,22,2,2,128
1763,Lokhandwala Octacrest ,1602 Lokhandwala Kandivali East Mumbai,Kandivali Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1080,16574,16,2,2,179
1764,Aurum Q Residences ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,715,24475,21,2,2,175
1765,Aurum Q Residences ,Ghansoli Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1155,14545,21,2,2,168
1766,RNA NG Grand Plaza ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1427,14716,20,2,2,210
1767,Unnamed Property,Sector 14 Vashi Navi Mumbai Mumbai,Vashi Navi-Mumbai,10+ Year,Ready To Move,Built Up Area,1050,17142,5,2,2,180
1768,Lodha Amara ,Kolshet Road Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Built Up Area,1280,12109,25,3,3,155
1769,Lodha Amara ,Kolshet Road Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Built Up Area,1680,11904,28,4,4,200
